seed,cell,sample,model_forward_ms,adapter_total_ms,base_ms,factor_ms,adapter_residual_combine_ms,moe_total_ms,router_ms,shared_expert_ms,selected_expert_compute_ms,expert_dispatch_aggregate_ms,non_adapter_model_ms
260829,a,169,5.688320159912109,4.4912640154361725,0.32998400181531906,4.123648092150688,0.03763192147016525,0,0,0,0,0.0,1.197056144475937
260829,a,170,5.672863960266113,4.476160138845444,0.32870400696992874,4.112319886684418,0.03513624519109726,0,0,0,0,0.0,1.1967038214206696
260829,a,171,5.708608150482178,4.4843200743198395,0.32998400181531906,4.115136101841927,0.03919997066259384,0,0,0,0,0.0,1.2242880761623383
260829,a,172,5.673952102661133,4.486015975475311,0.33075200766324997,4.117439940571785,0.03782402724027634,0,0,0,0,0.0,1.1879361271858215
260829,a,173,5.685247898101807,4.49740794301033,0.3306240066885948,4.128768041729927,0.03801589459180832,0,0,0,0,0.0,1.1878399550914764
260829,a,174,5.691391944885254,4.498303949832916,0.32972800731658936,4.115616038441658,0.052959904074668884,0,0,0,0,0.0,1.1930879950523376
260829,a,175,5.72211217880249,4.492640107870102,0.3328640013933182,4.122848078608513,0.036928027868270874,0,0,0,0,0.0,1.2294720709323883
260829,a,176,5.6910400390625,4.500416070222855,0.32972800731658936,4.132863953709602,0.0378241091966629,0,0,0,0,0.0,1.1906239688396454
260829,a,177,5.671743869781494,4.479999929666519,0.3291199952363968,4.111071929335594,0.0398080050945282,0,0,0,0,0.0,1.191743940114975
260829,a,178,5.676032066345215,4.48524796962738,0.3317760080099106,4.11673603951931,0.03673592209815979,0,0,0,0,0.0,1.1907840967178345
260829,a,179,5.695712089538574,4.506624132394791,0.33347199857234955,4.136959999799728,0.03619213402271271,0,0,0,0,0.0,1.1890879571437836
260829,a,180,5.67193603515625,4.485951989889145,0.32972800731658936,4.1175040900707245,0.038719892501831055,0,0,0,0,0.0,1.185984045267105
260829,a,181,5.669888019561768,4.481023877859116,0.3298880010843277,4.113408014178276,0.03772786259651184,0,0,0,0,0.0,1.188864141702652
260829,a,182,5.707647800445557,4.488191992044449,0.3317760080099106,4.119552060961723,0.03686392307281494,0,0,0,0,0.0,1.2194558084011078
260829,a,183,5.677760124206543,4.486879974603653,0.32793600112199783,4.120576083660126,0.03836788982152939,0,0,0,0,0.0,1.19088014960289
260829,a,184,5.670271873474121,4.481919914484024,0.3307520002126694,4.115199998021126,0.03596791625022888,0,0,0,0,0.0,1.188351958990097
